1	89	194	263	313
1	2	241	255	356
2	3	187	278	321
3	4	195	253	321
4	5	205	280	322
5	6	239	269	324
6	7	232	267	353
7	8	191	294	351
8	9	189	299	366
9	10	202	268	332
10	11	225	257	319
11	12	207	298	355
12	13	217	295	331
13	14	190	289	357
14	15	225	289	369
15	16	230	269	320
16	17	245	284	312
17	18	211	293	339
18	19	215	258	316
19	20	188	300	350
20	21	235	307	332
21	22	213	278	317
22	23	199	296	324
23	24	198	259	363
24	25	217	261	321
25	26	208	273	370
26	27	237	292	361
27	28	226	287	368
28	29	206	263	318
29	30	204	271	329
30	31	192	271	338
31	32	188	278	346
32	33	222	310	364
33	34	227	289	343
34	35	244	277	368
35	36	240	262	372
36	37	231	302	329
37	38	202	309	331
38	39	224	252	334
39	40	205	303	323
40	41	225	299	320
41	42	191	295	351
42	43	204	284	342
43	44	238	276	362
44	45	200	281	322
45	46	197	310	337
46	47	242	296	339
47	48	229	288	363
48	49	219	264	352
49	50	247	261	323
50	51	248	265	350
51	52	201	298	354
52	53	198	288	355
53	54	228	280	326
54	55	223	250	319
55	56	218	293	330
56	57	217	299	370
57	58	231	265	364
58	59	211	306	314
59	60	247	272	337
60	61	242	256	332
61	62	200	254	346
62	63	246	250	325
63	64	245	253	348
64	65	219	301	363
65	66	229	309	330
66	67	214	271	356
67	68	190	259	327
68	69	234	270	341
69	70	222	260	336
70	71	187	249	353
71	72	220	272	318
72	73	203	297	324
73	74	235	302	349
74	75	231	279	369
75	76	233	285	361
76	77	227	297	340
77	78	234	263	346
78	79	210	268	372
79	80	240	298	333
80	81	219	307	335
81	82	242	296	339
82	83	192	251	334
83	84	214	265	357
84	85	214	251	327
85	86	237	251	334
86	87	199	254	314
87	88	236	281	352
88	89	218	285	311
90	155	191	269	371
90	91	210	283	343
91	92	205	287	325
92	93	206	273	316
93	94	208	256	358
94	95	240	277	313
95	96	220	307	371
96	97	248	266	347
97	98	224	273	323
98	99	236	292	311
99	100	235	279	365
100	101	245	301	327
101	102	188	270	317
102	103	194	306	354
103	104	203	279	360
104	105	210	310	344
105	106	211	268	314
106	107	216	286	366
107	108	227	288	338
108	109	209	308	330
109	110	193	264	348
110	111	213	305	370
111	112	234	255	353
112	113	230	255	315
113	114	222	294	329
114	115	209	302	366
115	116	203	254	364
116	117	197	267	325
117	118	221	276	361
118	119	239	300	367
119	120	212	305	345
120	121	190	249	328
121	122	238	305	322
122	123	213	258	340
123	124	238	256	369
124	125	229	281	344
125	126	207	275	313
126	127	215	261	356
127	128	236	260	315
128	129	224	301	349
129	130	223	300	317
130	131	247	290	355
131	132	194	274	341
132	133	207	257	345
133	134	243	303	331
134	135	193	295	365
135	136	209	267	342
136	137	202	309	347
137	138	233	286	343
138	139	220	276	371
139	140	198	262	360
140	141	246	294	357
141	142	196	253	326
142	143	218	249	335
143	144	248	304	351
144	145	204	258	318
145	146	195	304	358
146	147	232	290	367
147	148	199	304	312
148	149	216	284	362
149	150	246	293	341
150	151	241	272	348
151	152	233	282	360
152	153	196	283	350
153	154	237	280	354
154	155	206	282	362
156	179	226	277	359
156	157	201	274	368
157	158	241	297	326
158	159	239	308	328
159	160	201	282	333
160	161	232	260	347
161	162	226	262	349
162	163	243	303	337
163	164	243	252	312
164	165	216	264	367
165	166	221	257	345
166	167	197	292	319
167	168	200	274	338
168	169	244	287	344
169	170	195	306	315
170	171	228	266	333
171	172	187	250	336
172	173	212	308	372
173	174	230	266	340
174	175	189	270	358
175	176	215	290	316
176	177	193	252	336
177	178	244	291	320
178	179	221	285	335
180	182	208	286	311
180	181	189	283	352
181	182	212	275	342
183	186	228	291	365
183	184	223	275	328
184	185	192	259	359
185	186	196	291	359
