1	2	0
2	3	0
3	4	0
4	5	0
5	6	0
6	7	0
7	8	0
8	9	0
9	10	0
10	11	0
11	12	0
12	13	0
13	14	0
14	15	0
15	16	0
16	17	0
17	18	0
18	19	0
19	20	0
20	21	0
21	22	0
22	23	0
23	24	0
24	25	0
25	26	0
26	27	0
27	28	0
28	29	0
29	30	0
30	31	0
31	32	0
32	33	0
33	34	0
34	35	0
35	36	0
36	37	0
37	38	0
38	39	0
39	40	0
40	41	0
41	42	0
42	43	0
43	44	0
44	45	0
45	46	0
46	47	0
47	48	0
48	49	0
49	50	0
50	51	0
51	52	0
52	53	0
53	54	0
54	55	0
55	56	0
56	57	0
57	58	0
58	59	0
59	60	0
60	61	0
61	62	0
62	63	0
63	64	0
64	65	0
65	66	0
66	67	0
67	68	0
68	69	0
69	70	0
70	71	0
71	72	0
72	73	0
73	74	0
74	75	0
75	76	0
76	77	0
77	78	0
78	79	0
79	80	0
80	81	0
81	82	0
82	83	0
83	84	0
84	85	0
85	86	0
86	87	0
87	88	0
88	89	0
1	89	0
90	91	0
91	92	0
92	93	0
93	94	0
94	95	0
95	96	0
96	97	0
97	98	0
98	99	0
99	100	0
100	101	0
101	102	0
102	103	0
103	104	0
104	105	0
105	106	0
106	107	0
107	108	0
108	109	0
109	110	0
110	111	0
111	112	0
112	113	0
113	114	0
114	115	0
115	116	0
116	117	0
117	118	0
118	119	0
119	120	0
120	121	0
121	122	0
122	123	0
123	124	0
124	125	0
125	126	0
126	127	0
127	128	0
128	129	0
129	130	0
130	131	0
131	132	0
132	133	0
133	134	0
134	135	0
135	136	0
136	137	0
137	138	0
138	139	0
139	140	0
140	141	0
141	142	0
142	143	0
143	144	0
144	145	0
145	146	0
146	147	0
147	148	0
148	149	0
149	150	0
150	151	0
151	152	0
152	153	0
153	154	0
154	155	0
90	155	0
156	157	0
157	158	0
158	159	0
159	160	0
160	161	0
161	162	0
162	163	0
163	164	0
164	165	0
165	166	0
166	167	0
167	168	0
168	169	0
169	170	0
170	171	0
171	172	0
172	173	0
173	174	0
174	175	0
175	176	0
176	177	0
177	178	0
178	179	0
156	179	0
180	181	0
181	182	0
180	182	0
183	184	0
184	185	0
185	186	0
183	186	0
3	71	172
20	32	102
9	175	181
14	68	121
8	42	90
31	83	185
110	135	177
1	103	132
4	146	170
142	153	186
46	117	167
24	53	140
23	87	148
45	62	168
52	157	160
10	38	137
73	104	116
30	43	145
5	40	92
29	93	155
12	126	133
26	94	180
109	115	136
79	91	105
18	59	106
120	173	182
22	111	123
67	84	85
19	127	176
107	149	165
13	25	57
56	89	143
49	65	81
72	96	139
118	166	179
33	70	114
55	130	184
39	98	129
11	15	41
28	156	162
34	77	108
54	171	183
48	66	125
16	113	174
37	58	75
7	147	161
76	138	152
69	78	112
21	74	100
88	99	128
27	86	154
44	122	124
6	119	159
36	80	95
2	151	158
47	61	82
134	163	164
35	169	178
17	64	101
63	141	150
50	60	131
51	97	144
71	121	143
55	63	172
83	85	86
39	164	177
4	64	142
62	87	116
2	112	113
61	94	124
11	133	166
19	123	145
24	68	185
70	128	161
25	50	127
36	140	162
1	29	78
49	110	165
51	58	84
97	171	174
7	117	136
10	79	106
6	16	90
69	102	175
30	31	67
60	72	151
26	93	98
132	157	168
126	182	184
44	118	139
35	95	156
3	22	32
75	100	104
5	54	154
45	88	125
152	155	160
91	153	181
17	43	149
76	89	179
107	138	180
28	92	169
48	53	108
14	15	34
131	147	176
178	183	186
27	99	167
18	56	150
8	114	141
13	42	135
23	47	82
73	77	158
12	52	80
9	41	57
20	119	130
65	101	129
37	74	115
40	134	163
144	146	148
111	120	122
59	103	170
21	81	96
109	159	173
38	66	137
33	46	105
89	99	180
17	148	164
1	95	126
59	87	106
113	128	170
19	93	176
22	102	130
29	72	145
11	55	167
16	41	178
3	4	25
5	45	122
40	50	98
6	23	73
63	92	117
54	142	158
68	85	101
121	159	184
30	37	114
56	66	109
13	38	134
10	21	61
80	160	171
39	83	86
81	143	179
70	172	177
46	60	163
31	108	168
18	47	82
77	123	174
69	132	150
43	136	182
34	91	138
105	125	169
120	133	166
32	62	78
97	137	161
64	110	151
74	129	162
20	51	153
8	42	144
49	88	181
7	71	112
52	103	154
12	53	131
2	67	127
14	84	141
94	146	175
156	185	186
104	140	152
27	76	118
44	149	155
24	48	65
33	58	116
100	135	183
9	107	115
119	147	165
28	35	157
15	75	124
26	57	111
90	96	139
36	79	173
